State_name,State_FIPS,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Median_gross_rent,Households_no_internet,Households_internet_subscription,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting
Arkansas,05,2013,2959373.0,1125899.0,1497829.0,1461544.0,37.8,40511.0,262755.0,101291.0,23117.0,16774.0,1241828.0,109317.0,1351145.0,2.56,109500.0,659.0,40588.0,701461.0,0.0,209959.0,64458.0,179831.0,71172.0,27483.0
California,06,2013,38332521.0,12650592.0,19260275.0,19072246.0,35.7,60190.0,4905468.0,1935122.0,583878.0,381266.0,17132696.0,1913490.0,19046186.0,2.97,373100.0,1224.0,268992.0,9962427.0,22534.0,2586955.0,878936.0,2588374.0,737055.0,375865.0
Colorado,08,2013,5268367.0,2002800.0,2622391.0,2645976.0,36.4,58823.0,837913.0,355393.0,74424.0,60551.0,2593798.0,195693.0,2789491.0,2.57,240500.0,971.0,76680.0,1612142.0,3069.0,347792.0,117232.0,371412.0,114041.0,30049.0
Delaware,10,2013,925749.0,339071.0,477960.0,447789.0,39.1,57846.0,108075.0,57865.0,11174.0,10271.0,430247.0,40461.0,470708.0,2.66,226200.0,999.0,3625.0,255564.0,166.0,57150.0,17579.0,54212.0,22356.0,2896.0
District of Columbia,11,2013,646449.0,271651.0,340302.0,306147.0,33.8,67572.0,102958.0,88292.0,40345.0,18011.0,333111.0,38858.0,371969.0,2.23,470500.0,1307.0,3201.0,201173.0,317.0,36335.0,15757.0,44778.0,10067.0,202.0
Connecticut,09,2013,3596080.0,1339860.0,1844197.0,1751883.0,40.5,67098.0,508487.0,300673.0,68737.0,39557.0,1771141.0,180553.0,1951694.0,2.6,267000.0,1040.0,10823.0,1047564.0,401.0,209293.0,84402.0,219165.0,78953.0,7004.0
Florida,12,2013,19552860.0,7211584.0,9987251.0,9565609.0,41.5,46036.0,2409162.0,902539.0,274082.0,148392.0,8459990.0,909274.0,9369264.0,2.65,153300.0,972.0,104986.0,5423430.0,2486.0,1106028.0,396189.0,1192079.0,525118.0,80719.0
Georgia,13,2013,9992167.0,3546965.0,5113133.0,4879034.0,35.9,47829.0,1149847.0,481823.0,124458.0,76991.0,4347839.0,498751.0,4846590.0,2.74,141600.0,850.0,77187.0,2589486.0,298.0,697293.0,230047.0,679266.0,201685.0,50267.0
Idaho,16,2013,1612136.0,588489.0,801257.0,810879.0,35.7,46783.0,185216.0,59491.0,14847.0,9852.0,710293.0,55466.0,765759.0,2.69,159000.0,725.0,41343.0,440707.0,225.0,118900.0,34002.0,99245.0,38642.0,37075.0
Hawaii,15,2013,1404054.0,450120.0,693137.0,710917.0,38.1,68020.0,199229.0,66047.0,19326.0,14649.0,643571.0,41614.0,685185.0,3.02,500000.0,1414.0,4150.0,358307.0,11882.0,88493.0,27006.0,90996.0,33912.0,9187.0
Illinois,17,2013,12882135.0,4783421.0,6555357.0,6326778.0,37.2,56210.0,1698605.0,776179.0,179096.0,106222.0,6074089.0,638222.0,6712311.0,2.63,169600.0,885.0,130431.0,3585530.0,1112.0,837118.0,285057.0,845147.0,257048.0,57186.0
Indiana,18,2013,6570902.0,2498395.0,3342018.0,3228884.0,37.3,47529.0,655276.0,273795.0,55337.0,42811.0,3025786.0,257007.0,3282793.0,2.55,122200.0,730.0,77345.0,1776032.0,680.0,450298.0,150310.0,412738.0,143608.0,35814.0
Iowa,19,2013,3090416.0,1236209.0,1561646.0,1528770.0,38.0,52229.0,370188.0,116336.0,29703.0,25282.0,1576091.0,79913.0,1656004.0,2.42,126900.0,679.0,42039.0,908887.0,430.0,205439.0,72367.0,183641.0,68487.0,58952.0
Kansas,20,2013,2893957.0,1113729.0,1453476.0,1440481.0,36.0,50972.0,374418.0,148912.0,34607.0,23479.0,1399578.0,87504.0,1487082.0,2.53,129700.0,745.0,39120.0,823869.0,70.0,208314.0,68576.0,175804.0,57199.0,40954.0
Kentucky,21,2013,4395295.0,1705623.0,2232228.0,2163067.0,38.5,43399.0,392610.0,198007.0,48363.0,28046.0,1894116.0,173010.0,2067126.0,2.5,120900.0,668.0,48666.0,1186285.0,506.0,281377.0,97470.0,283798.0,102565.0,30845.0
Louisiana,22,2013,4625470.0,1728149.0,2369006.0,2256464.0,36.0,44164.0,453347.0,152983.0,47098.0,30799.0,2011783.0,174830.0,2186613.0,2.6,140300.0,763.0,46349.0,1135663.0,401.0,314830.0,100708.0,278154.0,97949.0,24108.0
Maine,23,2013,1328302.0,547686.0,678308.0,649994.0,44.0,46974.0,172498.0,67663.0,16012.0,13015.0,643378.0,47974.0,691352.0,2.36,172800.0,760.0,12585.0,406411.0,486.0,69078.0,27146.0,77458.0,36759.0,15680.0
Maryland,24,2013,5928814.0,2161680.0,3053657.0,2875157.0,38.2,72483.0,814992.0,472174.0,118336.0,98303.0,2983367.0,239933.0,3223300.0,2.68,280200.0,1210.0,32187.0,1726888.0,898.0,375229.0,122652.0,372769.0,121594.0,13639.0
Massachusetts,25,2013,6692824.0,2536321.0,3447050.0,3245774.0,39.4,66768.0,1037415.0,571811.0,126812.0,119338.0,3398003.0,286768.0,3684771.0,2.54,327200.0,1077.0,20604.0,2035593.0,1432.0,380354.0,152308.0,413756.0,149293.0,9453.0
Michigan,26,2013,9895622.0,3832466.0,5037484.0,4858138.0,39.6,48273.0,1089029.0,514299.0,104552.0,79507.0,4369787.0,476509.0,4846296.0,2.52,117500.0,768.0,116106.0,2758216.0,905.0,613677.0,222687.0,599222.0,233482.0,50377.0
Minnesota,27,2013,5420380.0,2119954.0,2729686.0,2690694.0,37.7,60702.0,813237.0,279738.0,75405.0,48503.0,2828280.0,162880.0,2991160.0,2.49,180100.0,832.0,64839.0,1650171.0,468.0,361495.0,113003.0,337021.0,115405.0,58958.0
Mississippi,28,2013,2991207.0,1091002.0,1539975.0,1451232.0,36.6,37963.0,248488.0,104166.0,23099.0,17653.0,1196784.0,141506.0,1338290.0,2.66,97500.0,708.0,41666.0,640213.0,0.0,208656.0,79403.0,183763.0,66300.0,20912.0
Missouri,29,2013,6044171.0,2362853.0,3083769.0,2960402.0,38.1,46931.0,685991.0,293327.0,63486.0,48201.0,2808535.0,226716.0,3035251.0,2.48,133200.0,734.0,92552.0,1678456.0,755.0,389986.0,128725.0,359261.0,137744.0,44678.0
Montana,30,2013,1015165.0,406288.0,508147.0,507018.0,39.6,46972.0,135518.0,44501.0,12062.0,7707.0,482603.0,33601.0,516204.0,2.43,190100.0,690.0,20049.0,299783.0,342.0,63264.0,23061.0,58333.0,28202.0,25740.0
Nebraska,31,2013,1868516.0,730579.0,943242.0,925274.0,36.3,51440.0,238160.0,81414.0,22745.0,14473.0,965779.0,46652.0,1012431.0,2.49,132700.0,714.0,26314.0,541373.0,55.0,133175.0,42075.0,113456.0,41002.0,42172.0
Nevada,32,2013,2790136.0,1002571.0,1387068.0,1403068.0,37.1,51230.0,282283.0,97337.0,27801.0,14679.0,1262730.0,155437.0,1418167.0,2.75,165300.0,952.0,28156.0,766888.0,970.0,185574.0,53950.0,192373.0,67083.0,6077.0
New Hampshire,33,2013,1323459.0,519246.0,670797.0,652662.0,42.3,64230.0,202495.0,87955.0,15513.0,13482.0,694508.0,44644.0,739152.0,2.47,233300.0,995.0,6878.0,424434.0,334.0,71761.0,28655.0,80531.0,31969.0,5083.0
New Jersey,34,2013,8899339.0,3176139.0,4555590.0,4343749.0,39.4,70165.0,1374616.0,615250.0,146050.0,89953.0,4252626.0,424406.0,4677032.0,2.74,307700.0,1171.0,21809.0,2534866.0,1270.0,551596.0,178068.0,583340.0,187256.0,10011.0
New Mexico,35,2013,2085287.0,753507.0,1051143.0,1034144.0,36.9,43872.0,204226.0,110651.0,20788.0,23703.0,872487.0,88129.0,960616.0,2.71,159200.0,772.0,24579.0,494646.0,971.0,144507.0,51830.0,124916.0,48129.0,16128.0
New York,36,2013,19651127.0,7219356.0,10114948.0,9536179.0,38.2,57369.0,2589891.0,1435339.0,352739.0,195909.0,9213552.0,872645.0,10086197.0,2.64,277600.0,1109.0,80729.0,5490482.0,2525.0,1187465.0,427285.0,1236957.0,405570.0,52990.0
North Carolina,37,2013,9848060.0,3757480.0,5052084.0,4795976.0,37.9,45906.0,1211484.0,468270.0,98672.0,86563.0,4355481.0,465380.0,4820861.0,2.55,154300.0,778.0,75777.0,2699170.0,1216.0,640652.0,226625.0,646983.0,228003.0,52471.0
North Dakota,38,2013,723393.0,298298.0,354238.0,369155.0,35.5,55759.0,93470.0,23965.0,5248.0,4255.0,390647.0,10399.0,401046.0,2.33,155400.0,690.0,6949.0,219629.0,45.0,45940.0,20866.0,42896.0,14690.0,22528.0
Ohio,39,2013,11570808.0,4564745.0,5912585.0,5658223.0,39.3,48081.0,1279678.0,552339.0,126124.0,82425.0,5347801.0,473028.0,5820829.0,2.47,127000.0,709.0,95636.0,3304808.0,726.0,730614.0,253084.0,703256.0,263818.0,44232.0
Oklahoma,40,2013,3850568.0,1447277.0,1943646.0,1906922.0,36.2,45690.0,402956.0,136617.0,33344.0,23544.0,1716784.0,113878.0,1830662.0,2.58,116500.0,705.0,66768.0,980491.0,297.0,274294.0,90046.0,237690.0,83486.0,26524.0
Oregon,41,2013,3930065.0,1523799.0,1983869.0,1946196.0,39.1,50251.0,521031.0,218084.0,51075.0,40930.0,1785619.0,181042.0,1966661.0,2.52,229700.0,887.0,52911.0,1200305.0,909.0,241915.0,79945.0,261297.0,97200.0,63402.0
Pennsylvania,42,2013,12773801.0,4938894.0,6530493.0,6243308.0,40.6,52007.0,1540228.0,703617.0,162375.0,120954.0,5987761.0,539153.0,6526914.0,2.5,164200.0,828.0,72279.0,3638813.0,1408.0,752307.0,285392.0,768255.0,299873.0,55341.0
Rhode Island,44,2013,1051511.0,406366.0,538512.0,512999.0,39.9,55902.0,142598.0,62198.0,16411.0,11908.0,515340.0,52282.0,567622.0,2.49,232300.0,918.0,1699.0,312595.0,185.0,58331.0,25684.0,62768.0,23840.0,1518.0
South Carolina,45,2013,4774839.0,1794989.0,2453660.0,2321179.0,38.6,44163.0,529944.0,223844.0,43686.0,37068.0,2080718.0,217153.0,2297871.0,2.58,139200.0,766.0,38093.0,1214785.0,143.0,309217.0,112913.0,291422.0,120743.0,18399.0
South Dakota,46,2013,844877.0,331406.0,420717.0,424160.0,36.6,48947.0,104240.0,29835.0,6862.0,5369.0,431256.0,18111.0,449367.0,2.45,138400.0,637.0,9869.0,240705.0,120.0,61491.0,19099.0,50155.0,17697.0,27371.0
Tennessee,47,2013,6495978.0,2490249.0,3321830.0,3174148.0,38.5,44297.0,681475.0,274942.0,70763.0,55193.0,2881431.0,275941.0,3157372.0,2.55,140300.0,748.0,68653.0,1695702.0,623.0,417397.0,136273.0,419057.0,152510.0,21342.0
Texas,48,2013,26448193.0,9110853.0,13302699.0,13145494.0,34.0,51704.0,3044921.0,1123846.0,251403.0,171981.0,12074980.0,917139.0,12992119.0,2.84,132000.0,857.0,314815.0,6631450.0,1829.0,2006275.0,607299.0,1789314.0,478846.0,116522.0
Vermont,50,2013,626630.0,253234.0,317958.0,308672.0,42.5,52578.0,93427.0,44210.0,10266.0,7914.0,322899.0,19796.0,342695.0,2.37,218300.0,865.0,6799.0,195037.0,257.0,35017.0,15640.0,36352.0,17046.0,7444.0
Utah,49,2013,2900872.0,899475.0,1442114.0,1458758.0,30.2,59770.0,348502.0,123296.0,26895.0,24802.0,1327452.0,77882.0,1405334.0,3.17,211400.0,881.0,44740.0,725194.0,152.0,260745.0,62379.0,189800.0,46586.0,11250.0
Virginia,51,2013,8260405.0,3055863.0,4199872.0,4060533.0,37.6,62666.0,1172309.0,614517.0,129618.0,93891.0,3986665.0,282457.0,4269122.0,2.62,239300.0,1086.0,75512.0,2352262.0,1193.0,526246.0,183529.0,548456.0,181584.0,30355.0
Washington,53,2013,6971406.0,2644557.0,3495576.0,3475830.0,37.4,58405.0,984473.0,393851.0,95103.0,67041.0,3229431.0,277682.0,3507113.0,2.58,250800.0,989.0,73086.0,2115281.0,1055.0,452887.0,145291.0,467111.0,153411.0,79716.0
West Virginia,54,2013,1854304.0,738653.0,937470.0,916834.0,41.7,41253.0,146732.0,70945.0,17164.0,10114.0,752310.0,69927.0,822237.0,2.44,103200.0,620.0,24557.0,488680.0,95.0,105441.0,39513.0,119066.0,52173.0,6496.0
Wisconsin,55,2013,5742713.0,2289424.0,2887211.0,2855502.0,39.0,51467.0,711851.0,262821.0,60906.0,39053.0,2873231.0,199318.0,3072549.0,2.44,163000.0,758.0,67051.0,1704330.0,660.0,360907.0,125906.0,351998.0,129441.0,70213.0
Wyoming,56,2013,582658.0,224003.0,285161.0,297497.0,36.6,58752.0,68225.0,22938.0,5025.0,5815.0,295192.0,15775.0,310967.0,2.54,195500.0,780.0,15909.0,171700.0,185.0,42473.0,12039.0,36729.0,14330.0,10765.0
Puerto Rico,72,2013,3615086.0,1253690.0,1885966.0,1729120.0,38.6,19183.0,416877.0,112725.0,32498.0,22969.0,1065584.0,235338.0,1300922.0,2.85,119900.0,448.0,25159.0,585087.0,5526.0,214149.0,86071.0,227936.0,88935.0,13681.0
Alabama,01,2014,4849377.0,1841217.0,2501408.0,2347969.0,38.6,42830.0,478058.0,201391.0,51876.0,33082.0,2030482.0,190233.0,2220715.0,2.57,125600.0,717.0,61108.0,1223600.0,195.0,307194.0,104573.0,301630.0,114261.0,22591.0
Alaska,02,2014,736732.0,249659.0,351150.0,385582.0,33.3,71583.0,85634.0,33103.0,7223.0,4304.0,352531.0,29164.0,381695.0,2.84,254500.0,1183.0,6545.0,204620.0,0.0,54283.0,18007.0,48345.0,14718.0,6270.0
Arizona,04,2014,6731484.0,2428743.0,3388538.0,3342946.0,36.9,50068.0,765784.0,328400.0,74530.0,53578.0,2866629.0,247005.0,3113634.0,2.71,176700.0,916.0,80386.0,1848561.0,7215.0,456398.0,151774.0,422727.0,166828.0,30320.0
Arkansas,05,2014,2966369.0,1131288.0,1509591.0,1456778.0,37.8,41262.0,272411.0,104636.0,24531.0,19380.0,1269092.0,91977.0,1361069.0,2.55,112500.0,683.0,45067.0,728111.0,400.0,200386.0,65848.0,184131.0,73085.0,32062.0
California,06,2014,38802500.0,12758648.0,19538043.0,19264457.0,36.0,61933.0,5120162.0,2035257.0,586986.0,394265.0,17638152.0,1638567.0,19276719.0,2.98,412700.0,1268.0,312851.0,10294825.0,29734.0,2598338.0,864031.0,2597372.0,774495.0,386724.0
Colorado,08,2014,5355866.0,2039592.0,2663267.0,2692599.0,36.3,61303.0,862158.0,373532.0,75829.0,62693.0,2699282.0,155638.0,2854920.0,2.57,255200.0,1020.0,83019.0,1676177.0,4082.0,355676.0,113072.0,371975.0,119621.0,33895.0
Delaware,10,2014,935614.0,349743.0,481609.0,454005.0,39.6,59716.0,116931.0,57035.0,10712.0,11203.0,441144.0,31847.0,472991.0,2.6,230500.0,1024.0,4547.0,266404.0,108.0,57168.0,21354.0,54394.0,24488.0,3549.0
District of Columbia,11,2014,658893.0,277378.0,346260.0,312633.0,33.8,71648.0,112706.0,86777.0,36729.0,18460.0,345592.0,33594.0,379186.0,2.23,486900.0,1360.0,2562.0,204927.0,203.0,37254.0,15152.0,46046.0,9408.0,97.0
Connecticut,09,2014,3596677.0,1355817.0,1842561.0,1754116.0,40.5,70048.0,527472.0,298684.0,71642.0,42316.0,1798758.0,154069.0,1952827.0,2.57,267200.0,1076.0,15305.0,1098812.0,554.0,201939.0,77821.0,216001.0,85474.0,7092.0
Florida,12,2014,19893297.0,7328046.0,10171069.0,9722228.0,41.6,47463.0,2448663.0,964916.0,261794.0,155131.0,8738970.0,764681.0,9503651.0,2.66,162700.0,1003.0,120550.0,5605916.0,2030.0,1124011.0,395392.0,1203413.0,543603.0,85758.0
Georgia,13,2014,10097343.0,3587521.0,5175404.0,4921939.0,36.1,49321.0,1199733.0,503513.0,126094.0,81260.0,4466307.0,403398.0,4869705.0,2.74,147900.0,882.0,87416.0,2654704.0,332.0,695909.0,242201.0,672966.0,207043.0,44425.0
Idaho,16,2014,1634464.0,591587.0,817414.0,817050.0,35.9,47861.0,175108.0,58255.0,16311.0,11848.0,726768.0,42569.0,769337.0,2.71,165300.0,755.0,44500.0,441754.0,167.0,121420.0,36144.0,101571.0,40968.0,36493.0
Hawaii,15,2014,1419561.0,450769.0,702248.0,717313.0,38.1,69592.0,200315.0,66113.0,22015.0,13896.0,664180.0,37885.0,702065.0,3.05,528000.0,1448.0,4847.0,366200.0,12023.0,91912.0,30367.0,91615.0,38975.0,11649.0
Illinois,17,2014,12880580.0,4772421.0,6559975.0,6320605.0,37.5,57444.0,1737022.0,808866.0,178177.0,109342.0,6143429.0,538437.0,6681866.0,2.64,171900.0,905.0,122393.0,3633578.0,812.0,817764.0,274999.0,837809.0,270886.0,52883.0
Indiana,18,2014,6596855.0,2502739.0,3352876.0,3243979.0,37.4,49446.0,682893.0,290178.0,55635.0,41896.0,3087270.0,234575.0,3321845.0,2.56,124300.0,753.0,94350.0,1812157.0,550.0,446710.0,149523.0,416383.0,147676.0,33376.0
Iowa,19,2014,3107126.0,1241471.0,1562325.0,1544801.0,38.2,53712.0,383943.0,129844.0,31909.0,24730.0,1593590.0,73662.0,1667252.0,2.42,133100.0,711.0,55386.0,935275.0,280.0,203413.0,69299.0,185620.0,71345.0,61013.0
Kansas,20,2014,2904021.0,1109280.0,1459076.0,1444945.0,36.2,52504.0,381292.0,156450.0,33162.0,22180.0,1397854.0,76742.0,1474596.0,2.55,132100.0,773.0,39643.0,833387.0,252.0,209143.0,67554.0,178103.0,63855.0,40091.0
Kentucky,21,2014,4413457.0,1712094.0,2239299.0,2174158.0,38.5,42958.0,386963.0,197252.0,47789.0,27697.0,1909704.0,158108.0,2067812.0,2.5,123800.0,678.0,58452.0,1192736.0,138.0,289000.0,91022.0,279559.0,103998.0,30441.0
Louisiana,22,2014,4649676.0,1718194.0,2377560.0,2272116.0,36.1,44555.0,463860.0,160595.0,47873.0,29268.0,2018024.0,162602.0,2180626.0,2.63,143600.0,801.0,53775.0,1157447.0,379.0,316528.0,100339.0,286688.0,102761.0,22001.0
Maine,23,2014,1330089.0,549841.0,682467.0,647622.0,44.1,49462.0,185890.0,69374.0,14346.0,12171.0,653189.0,40659.0,693848.0,2.35,174800.0,776.0,11990.0,417716.0,451.0,68553.0,25171.0,77249.0,41115.0,17189.0
Maryland,24,2014,5976407.0,2165438.0,3080374.0,2896033.0,38.3,73971.0,841315.0,489164.0,121503.0,101702.0,2994301.0,231268.0,3225569.0,2.7,288500.0,1242.0,35419.0,1747997.0,1056.0,377931.0,125670.0,372824.0,128476.0,16248.0
Massachusetts,25,2014,6745408.0,2549336.0,3475729.0,3269679.0,39.4,69160.0,1077993.0,594755.0,131136.0,112845.0,3470655.0,249791.0,3720446.0,2.55,338900.0,1107.0,22419.0,2065260.0,825.0,375413.0,151328.0,410274.0,152093.0,14655.0
Michigan,26,2014,9909877.0,3834574.0,5044620.0,4865257.0,39.6,49847.0,1105362.0,529318.0,115303.0,77356.0,4448034.0,400797.0,4848831.0,2.53,125700.0,788.0,123176.0,2827209.0,906.0,604588.0,218958.0,588760.0,236404.0,50463.0
Minnesota,27,2014,5457173.0,2129195.0,2744350.0,2712823.0,37.8,61481.0,834094.0,295956.0,75732.0,52752.0,2864517.0,141188.0,3005705.0,2.5,188300.0,859.0,74793.0,1688814.0,500.0,363882.0,107734.0,338549.0,120980.0,61528.0
Mississippi,28,2014,2994079.0,1095823.0,1536251.0,1457828.0,36.7,39680.0,254250.0,112856.0,26090.0,17757.0,1208586.0,130935.0,1339521.0,2.64,104000.0,711.0,50198.0,656166.0,65.0,202607.0,73188.0,189025.0,65064.0,23487.0
Missouri,29,2014,6063589.0,2354809.0,3093076.0,2970513.0,38.5,48363.0,696669.0,307730.0,68066.0,48246.0,2805646.0,204211.0,3009857.0,2.5,138500.0,754.0,101380.0,1706751.0,558.0,391334.0,128477.0,367125.0,141679.0,40830.0
Montana,30,2014,1023579.0,410962.0,510170.0,513409.0,39.6,46328.0,135401.0,48606.0,11287.0,8545.0,494622.0,25696.0,520318.0,2.42,196800.0,711.0,22566.0,304082.0,376.0,64364.0,23385.0,58944.0,28792.0,27451.0
Nebraska,31,2014,1881503.0,740765.0,945306.0,936197.0,36.2,52686.0,247729.0,82051.0,18375.0,13614.0,981449.0,42752.0,1024201.0,2.47,133800.0,742.0,28808.0,561271.0,50.0,136805.0,41405.0,116047.0,40229.0,42771.0
Nevada,32,2014,2839099.0,1021519.0,1412355.0,1426744.0,37.4,51450.0,291473.0,105579.0,29796.0,16615.0,1298821.0,127154.0,1425975.0,2.74,192100.0,955.0,31094.0,786765.0,471.0,185369.0,56558.0,195105.0,71315.0,7722.0
New Hampshire,33,2014,1326813.0,519756.0,671999.0,654814.0,42.5,66532.0,201723.0,92567.0,17685.0,14055.0,704847.0,37863.0,742710.0,2.47,236400.0,994.0,8237.0,430078.0,275.0,70539.0,29295.0,79444.0,37216.0,6478.0
New Jersey,34,2014,8938175.0,3194844.0,4574784.0,4363391.0,39.4,71919.0,1415973.0,633971.0,146463.0,94861.0,4369952.0,355865.0,4725817.0,2.74,313200.0,1202.0,31496.0,2600646.0,1748.0,551812.0,174722.0,583397.0,199647.0,9696.0
New Mexico,35,2014,2085572.0,760916.0,1052793.0,1032779.0,37.2,44803.0,206947.0,110475.0,19348.0,26164.0,874753.0,83321.0,958074.0,2.68,158400.0,777.0,31078.0,519029.0,2108.0,140475.0,46690.0,122759.0,52409.0,17407.0
New York,36,2014,19746227.0,7282398.0,10171918.0,9574309.0,38.2,58878.0,2651150.0,1459502.0,363125.0,194205.0,9354155.0,731222.0,10085377.0,2.63,279100.0,1148.0,84537.0,5607687.0,2573.0,1191223.0,427640.0,1228873.0,430943.0,50199.0
North Carolina,37,2014,9943964.0,3790620.0,5101561.0,4842403.0,38.3,46556.0,1239857.0,481543.0,103494.0,87670.0,4444989.0,404407.0,4849396.0,2.56,155000.0,803.0,90143.0,2769906.0,1940.0,640739.0,230359.0,645120.0,242113.0,54325.0
North Dakota,38,2014,739482.0,305431.0,363158.0,376324.0,35.1,59029.0,94873.0,24779.0,6226.0,5438.0,391644.0,12130.0,403774.0,2.33,161800.0,728.0,5959.0,230082.0,39.0,50959.0,18486.0,42968.0,16207.0,25000.0
Ohio,39,2014,11594163.0,4593172.0,5917577.0,5676586.0,39.4,49308.0,1301747.0,576319.0,126136.0,88016.0,5437533.0,420481.0,5858014.0,2.46,129100.0,735.0,111177.0,3434590.0,1062.0,730945.0,246925.0,704866.0,274539.0,41567.0
Oklahoma,40,2014,3878051.0,1459759.0,1957489.0,1920562.0,36.2,47529.0,405799.0,145813.0,36137.0,23619.0,1735761.0,104334.0,1840095.0,2.58,119800.0,737.0,71128.0,1020384.0,21.0,276928.0,88465.0,239907.0,87353.0,24775.0
Oregon,41,2014,3970239.0,1535511.0,2005946.0,1964293.0,39.3,51075.0,528064.0,224113.0,54432.0,39637.0,1818085.0,153954.0,1972039.0,2.53,239800.0,924.0,55551.0,1223315.0,755.0,237447.0,80998.0,264877.0,105528.0,58814.0
Pennsylvania,42,2014,12787209.0,4945972.0,6533959.0,6253250.0,40.7,53234.0,1554120.0,729846.0,159382.0,124377.0,6045924.0,457791.0,6503715.0,2.5,165400.0,848.0,73896.0,3701070.0,1760.0,736815.0,277041.0,758272.0,319549.0,57267.0
Rhode Island,44,2014,1055173.0,409654.0,543523.0,511650.0,39.8,54891.0,131408.0,61834.0,14100.0,13552.0,517864.0,43662.0,561526.0,2.47,236000.0,934.0,2988.0,316499.0,0.0,58800.0,26659.0,62365.0,23310.0,2474.0
South Carolina,45,2014,4832482.0,1826914.0,2481123.0,2351359.0,38.8,45238.0,543917.0,232819.0,46936.0,33301.0,2126949.0,187866.0,2314815.0,2.57,140000.0,791.0,45153.0,1258857.0,373.0,308107.0,115140.0,294278.0,129737.0,20696.0
South Dakota,46,2014,853175.0,334475.0,425794.0,427381.0,36.6,50979.0,111108.0,30003.0,7382.0,5723.0,442489.0,17960.0,460449.0,2.45,142300.0,647.0,10797.0,242401.0,128.0,59621.0,19221.0,49913.0,22068.0,30119.0
Tennessee,47,2014,6549352.0,2509665.0,3359153.0,3190199.0,38.6,44361.0,717801.0,280082.0,67725.0,52699.0,2910656.0,245980.0,3156636.0,2.55,142900.0,770.0,71217.0,1732485.0,737.0,418143.0,141770.0,419273.0,159187.0,23794.0
Texas,48,2014,26956958.0,9277197.0,13572641.0,13384317.0,34.3,53035.0,3104847.0,1184625.0,266893.0,192664.0,12411323.0,799519.0,13210842.0,2.84,139600.0,896.0,354832.0,6829438.0,1799.0,2023666.0,618913.0,1819584.0,501640.0,106366.0
Vermont,50,2014,626562.0,257229.0,318046.0,308516.0,42.8,54166.0,91472.0,43653.0,10253.0,7523.0,325211.0,18746.0,343957.0,2.34,214600.0,917.0,6749.0,198660.0,179.0,33315.0,15914.0,35562.0,17194.0,7850.0
Utah,49,2014,2942902.0,918370.0,1463375.0,1479527.0,30.5,60922.0,353832.0,127178.0,26075.0,23118.0,1364392.0,71359.0,1435751.0,3.16,223200.0,886.0,44196.0,758129.0,205.0,259425.0,64136.0,198181.0,47312.0,13270.0
Virginia,51,2014,8326289.0,3083820.0,4233618.0,4092671.0,37.7,64902.0,1173872.0,655001.0,137648.0,99818.0,4039684.0,260537.0,4300221.0,2.62,247800.0,1116.0,88736.0,2404990.0,701.0,526017.0,187328.0,546117.0,183762.0,26246.0
Washington,53,2014,7061530.0,2679601.0,3531933.0,3529597.0,37.5,61366.0,1005685.0,410459.0,100407.0,68225.0,3331888.0,232125.0,3564013.0,2.58,266200.0,1032.0,79175.0,2213302.0,676.0,456529.0,144405.0,466338.0,168322.0,87688.0
West Virginia,54,2014,1850326.0,735375.0,935640.0,914686.0,41.9,41059.0,152434.0,70397.0,14478.0,10948.0,748143.0,55257.0,803400.0,2.45,103900.0,656.0,24691.0,492832.0,108.0,105704.0,39182.0,115054.0,56636.0,5548.0
Wisconsin,55,2014,5757564.0,2307685.0,2899582.0,2857982.0,39.2,52622.0,736544.0,269393.0,60549.0,41608.0,2916863.0,163484.0,3080347.0,2.43,164700.0,782.0,73792.0,1762626.0,742.0,357368.0,121388.0,350786.0,137939.0,69681.0
Wyoming,56,2014,584153.0,232594.0,286972.0,297181.0,36.6,57055.0,69557.0,23807.0,5370.0,4599.0,299225.0,13477.0,312702.0,2.45,201000.0,792.0,17199.0,178838.0,61.0,39030.0,11900.0,36597.0,15658.0,10926.0
Puerto Rico,72,2014,3548397.0,1233490.0,1843981.0,1704416.0,39.3,18928.0,417133.0,113643.0,32070.0,23866.0,1043544.0,237292.0,1280836.0,2.84,120800.0,467.0,27727.0,604929.0,5119.0,207075.0,85743.0,220332.0,92287.0,13656.0
Mississippi,28,2015,2992333.0,1104371.0,1543838.0,1448495.0,37.0,40593.0,253036.0,111893.0,24201.0,17469.0,1206679.0,117629.0,1324308.0,2.62,112700.0,724.0,57781.0,679574.0,295.0,207773.0,70049.0,187030.0,70326.0,21703.0
Missouri,29,2015,6083672.0,2374180.0,3100027.0,2983645.0,38.4,50238.0,706922.0,320428.0,67649.0,45861.0,2880309.0,162229.0,3042538.0,2.49,147800.0,763.0,100081.0,1757244.0,518.0,387256.0,133550.0,365077.0,145316.0,46781.0
Montana,30,2015,1032949.0,414804.0,513923.0,519026.0,39.9,49509.0,144135.0,50044.0,11866.0,10129.0,489875.0,23334.0,513209.0,2.42,209500.0,763.0,23575.0,315415.0,310.0,62918.0,24507.0,60753.0,32466.0,25673.0
