State_name,State_FIPS,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Median_gross_rent,Households_no_internet,Households_internet_subscription,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting
Nebraska,31,2015,1896190.0,744159.0,953601.0,942589.0,36.1,54996.0,244556.0,90029.0,21162.0,16541.0,986789.0,32754.0,1019543.0,2.48,141600.0,750.0,28221.0,585758.0,161.0,132392.0,41034.0,118967.0,41684.0,42098.0
Nevada,32,2015,2890845.0,1042065.0,1443389.0,1447456.0,37.8,52431.0,304948.0,112195.0,28328.0,18210.0,1331796.0,115018.0,1446814.0,2.74,221400.0,980.0,30678.0,828740.0,1347.0,191149.0,51693.0,196075.0,73754.0,5622.0
New Hampshire,33,2015,1330608.0,517615.0,672892.0,657716.0,42.8,70303.0,205513.0,97780.0,17948.0,13072.0,713313.0,31658.0,744971.0,2.49,244500.0,1017.0,9096.0,439599.0,488.0,68658.0,29234.0,77413.0,36654.0,5457.0
New Jersey,34,2015,8958013.0,3187963.0,4583121.0,4374892.0,39.6,72222.0,1437307.0,638113.0,151341.0,91312.0,4374536.0,309500.0,4684036.0,2.75,322600.0,1214.0,30456.0,2612731.0,1781.0,550440.0,173136.0,576550.0,201149.0,12635.0
New Mexico,35,2015,2085109.0,761797.0,1049966.0,1035143.0,37.4,45382.0,198116.0,115927.0,24107.0,26312.0,879807.0,70505.0,950312.0,2.68,164100.0,783.0,32024.0,519133.0,2575.0,141811.0,43290.0,125403.0,52134.0,15251.0
New York,36,2015,19795791.0,7233694.0,10179199.0,9616592.0,38.3,60850.0,2727078.0,1474536.0,372093.0,204756.0,9473337.0,654885.0,10128222.0,2.66,293500.0,1173.0,88444.0,5659733.0,3120.0,1191263.0,408887.0,1226428.0,449555.0,45723.0
North Carolina,37,2015,10042802.0,3843745.0,5146796.0,4896006.0,38.4,47830.0,1277412.0,511174.0,110281.0,92190.0,4550972.0,335787.0,4886759.0,2.55,160100.0,827.0,87141.0,2867878.0,1165.0,632859.0,222043.0,641272.0,250784.0,51199.0
North Dakota,38,2015,756928.0,313475.0,368776.0,388152.0,34.9,60557.0,105625.0,24169.0,7182.0,6427.0,404589.0,10886.0,415475.0,2.33,180900.0,775.0,8281.0,240971.0,7.0,51471.0,20529.0,46615.0,17256.0,23607.0
Ohio,39,2015,11613423.0,4606655.0,5929472.0,5683951.0,39.3,51075.0,1329009.0,573041.0,126835.0,86231.0,5489742.0,373897.0,5863639.0,2.45,136400.0,746.0,117192.0,3529050.0,1190.0,722488.0,243515.0,695494.0,295253.0,43128.0
Oklahoma,40,2015,3911338.0,1465951.0,1971783.0,1939555.0,36.3,48568.0,421765.0,149714.0,32723.0,25802.0,1753445.0,101088.0,1854533.0,2.59,126800.0,759.0,82733.0,1043497.0,171.0,277045.0,88710.0,241435.0,89916.0,25899.0
Oregon,41,2015,4028977.0,1553205.0,2036815.0,1992162.0,39.1,54148.0,566244.0,233801.0,59402.0,42220.0,1881255.0,137739.0,2018994.0,2.54,264100.0,943.0,62220.0,1266413.0,1218.0,238288.0,74972.0,266796.0,113749.0,63599.0
Pennsylvania,42,2015,12802503.0,4956037.0,6540257.0,6262246.0,40.7,55702.0,1611499.0,740396.0,169282.0,119846.0,6109670.0,408542.0,6518212.0,2.5,170600.0,868.0,78004.0,3789173.0,2117.0,747311.0,276581.0,746937.0,332729.0,54812.0
Rhode Island,44,2015,1056298.0,407484.0,544525.0,511773.0,39.7,58073.0,141131.0,69245.0,15107.0,13335.0,524975.0,34758.0,559733.0,2.49,241000.0,938.0,3748.0,321064.0,0.0,58238.0,26641.0,61186.0,26200.0,2141.0
South Carolina,45,2015,4896146.0,1857768.0,2511050.0,2385096.0,39.0,47238.0,575843.0,234180.0,46010.0,34208.0,2165702.0,170589.0,2336291.0,2.56,148600.0,819.0,46757.0,1308515.0,278.0,302055.0,110192.0,291376.0,132998.0,19513.0
South Dakota,46,2015,858469.0,339437.0,426929.0,431540.0,36.9,53017.0,110562.0,30370.0,6912.0,7041.0,436852.0,18144.0,454996.0,2.43,152800.0,675.0,12803.0,257699.0,190.0,62504.0,20606.0,50998.0,22659.0,26767.0
Tennessee,47,2015,6600299.0,2530260.0,3385610.0,3214689.0,38.7,47275.0,719980.0,306012.0,70973.0,54115.0,2998814.0,199471.0,3198285.0,2.55,150600.0,785.0,78619.0,1788903.0,236.0,414682.0,138059.0,416003.0,170603.0,24062.0
Texas,48,2015,27469114.0,9421412.0,13843701.0,13625413.0,34.4,55653.0,3266266.0,1239900.0,262623.0,186585.0,12693901.0,743232.0,13437133.0,2.85,152000.0,932.0,361266.0,7041311.0,2021.0,2049470.0,621189.0,1857740.0,536891.0,113791.0
Vermont,50,2015,626042.0,254865.0,317490.0,308552.0,43.1,56990.0,97824.0,45406.0,10940.0,7902.0,327841.0,12848.0,340689.0,2.36,223700.0,923.0,6540.0,202770.0,263.0,31722.0,16784.0,34350.0,19571.0,7440.0
Utah,49,2015,2995919.0,930980.0,1489536.0,1506383.0,30.6,62912.0,368302.0,133071.0,29826.0,23513.0,1414337.0,58198.0,1472535.0,3.17,234600.0,925.0,49203.0,779825.0,517.0,262359.0,66218.0,205010.0,51231.0,11555.0
Virginia,51,2015,8382993.0,3106895.0,4256667.0,4126326.0,37.8,66262.0,1209217.0,651715.0,137045.0,104067.0,4081600.0,236298.0,4317898.0,2.62,257800.0,1144.0,94957.0,2459458.0,635.0,527593.0,183316.0,546013.0,194415.0,31787.0
Washington,53,2015,7170351.0,2728573.0,3585130.0,3585221.0,37.5,64129.0,1059707.0,435599.0,101103.0,74484.0,3397974.0,215453.0,3613427.0,2.58,284000.0,1080.0,80187.0,2303347.0,985.0,463943.0,146901.0,469609.0,177630.0,87910.0
West Virginia,54,2015,1844128.0,734536.0,935569.0,908559.0,42.2,42019.0,152256.0,74951.0,15674.0,11533.0,738438.0,58270.0,796708.0,2.44,112100.0,675.0,25645.0,516488.0,152.0,103909.0,39259.0,116250.0,55817.0,4538.0
Wisconsin,55,2015,5771337.0,2319538.0,2903040.0,2868297.0,39.4,55638.0,742544.0,265265.0,60698.0,43951.0,2959655.0,131766.0,3091421.0,2.42,168300.0,792.0,75551.0,1801019.0,937.0,357587.0,119209.0,353127.0,149907.0,65756.0
Wyoming,56,2015,586107.0,228937.0,291005.0,295102.0,36.5,60214.0,67108.0,25746.0,5441.0,3739.0,295328.0,15041.0,310369.0,2.5,212500.0,815.0,18056.0,180263.0,26.0,38815.0,14615.0,37595.0,15339.0,10328.0
Puerto Rico,72,2015,3474182.0,1221851.0,1816715.0,1657467.0,40.0,18626.0,424255.0,115599.0,26234.0,24140.0,1026611.0,238625.0,1265236.0,2.81,114100.0,433.0,37637.0,637575.0,4187.0,195095.0,78632.0,214310.0,92882.0,13901.0
Alabama,01,2015,4858979.0,1846390.0,2506169.0,2352810.0,38.7,44765.0,504626.0,207767.0,47504.0,32979.0,2040118.0,157544.0,2197662.0,2.57,134100.0,729.0,65333.0,1271411.0,82.0,308147.0,104285.0,297114.0,122901.0,24462.0
Alaska,02,2015,738432.0,250185.0,349737.0,388695.0,33.3,73355.0,87869.0,36260.0,10814.0,4473.0,354766.0,30399.0,385165.0,2.84,259600.0,1163.0,6381.0,205582.0,14.0,54660.0,19195.0,47778.0,15431.0,6520.0
Arizona,04,2015,6828065.0,2463008.0,3440680.0,3387385.0,37.4,51492.0,788933.0,339377.0,74683.0,54456.0,2937510.0,216440.0,3153950.0,2.71,194300.0,933.0,96916.0,1934229.0,8420.0,450477.0,150815.0,425605.0,169637.0,27664.0
Arkansas,05,2015,2978204.0,1144663.0,1514628.0,1463576.0,37.9,41995.0,278975.0,109389.0,25259.0,19758.0,1271063.0,78751.0,1349814.0,2.53,120700.0,695.0,59208.0,744165.0,254.0,199999.0,63880.0,182421.0,75357.0,34955.0
California,06,2015,39144818.0,12896357.0,19704260.0,19440558.0,36.2,64500.0,5285754.0,2116434.0,593576.0,419926.0,18045450.0,1418357.0,19463807.0,2.97,449100.0,1311.0,356293.0,10552961.0,43884.0,2575001.0,843781.0,2601689.0,827816.0,412199.0
Colorado,08,2015,5456574.0,2074735.0,2715554.0,2741020.0,36.4,63909.0,909032.0,390965.0,81730.0,59049.0,2765115.0,151603.0,2916718.0,2.57,283800.0,1111.0,81589.0,1733731.0,4169.0,353409.0,112621.0,379324.0,126431.0,32610.0
Delaware,10,2015,945934.0,352595.0,487726.0,458208.0,39.7,61255.0,117581.0,60228.0,13582.0,10538.0,447516.0,27693.0,475209.0,2.61,240200.0,1049.0,5215.0,275024.0,358.0,54346.0,19767.0,53905.0,24916.0,4963.0
District of Columbia,11,2015,672228.0,281787.0,352523.0,319705.0,33.8,75628.0,112629.0,97445.0,37729.0,20542.0,361179.0,28235.0,389414.0,2.24,551300.0,1417.0,4607.0,217466.0,367.0,38330.0,16304.0,48025.0,9688.0,98.0
Connecticut,09,2015,3590886.0,1343703.0,1838823.0,1752063.0,40.6,71346.0,535933.0,301008.0,69842.0,41261.0,1807098.0,134494.0,1941592.0,2.59,270900.0,1108.0,16262.0,1108097.0,937.0,200913.0,80537.0,211062.0,84088.0,6331.0
Florida,12,2015,20271272.0,7463184.0,10380034.0,9891238.0,41.8,49426.0,2620339.0,1012174.0,290401.0,169424.0,8990221.0,678064.0,9668285.0,2.66,179800.0,1046.0,119334.0,5823194.0,3522.0,1140052.0,393762.0,1219998.0,564951.0,92980.0
Georgia,13,2015,10214860.0,3656407.0,5239402.0,4975458.0,36.4,51244.0,1244449.0,534649.0,132042.0,88973.0,4605633.0,352199.0,4957832.0,2.72,159300.0,909.0,89692.0,2749795.0,22.0,706962.0,231138.0,669990.0,216952.0,46946.0
Idaho,16,2015,1654930.0,597421.0,828111.0,826819.0,35.8,48275.0,189566.0,60161.0,15330.0,11855.0,744228.0,42149.0,786377.0,2.72,176300.0,770.0,42799.0,463564.0,68.0,122180.0,32688.0,103047.0,43261.0,33895.0
Hawaii,15,2015,1431603.0,445936.0,706968.0,724635.0,37.7,73486.0,205033.0,66761.0,24187.0,13213.0,675214.0,35025.0,710239.0,3.11,566900.0,1500.0,5198.0,368594.0,13633.0,90008.0,26991.0,91264.0,38685.0,9450.0
Illinois,17,2015,12859995.0,4794523.0,6549560.0,6310435.0,37.7,59588.0,1757697.0,803408.0,184590.0,107845.0,6196524.0,460831.0,6657355.0,2.62,180300.0,936.0,130529.0,3715784.0,844.0,819993.0,261288.0,834894.0,283255.0,56929.0
Indiana,18,2015,6619680.0,2515143.0,3366591.0,3253089.0,37.5,50532.0,697223.0,286021.0,61351.0,43525.0,3119966.0,192637.0,3312603.0,2.56,131000.0,758.0,92649.0,1862137.0,536.0,429943.0,144772.0,411598.0,151451.0,39190.0
Iowa,19,2015,3123899.0,1247249.0,1574610.0,1549289.0,38.1,54736.0,377035.0,124708.0,33674.0,21174.0,1599893.0,69428.0,1669321.0,2.42,136100.0,718.0,56314.0,947969.0,416.0,206371.0,76628.0,186199.0,74766.0,58083.0
Kansas,20,2015,2911641.0,1111582.0,1462417.0,1449224.0,36.2,53906.0,384495.0,157694.0,33557.0,23317.0,1417069.0,69132.0,1486201.0,2.55,141200.0,782.0,41400.0,853698.0,328.0,199251.0,69044.0,175374.0,65936.0,38647.0
Kentucky,21,2015,4425092.0,1716168.0,2250200.0,2174892.0,38.8,45215.0,406865.0,207579.0,52767.0,28963.0,1928967.0,133812.0,2062779.0,2.5,130000.0,702.0,59030.0,1228449.0,291.0,282448.0,97614.0,282754.0,108945.0,32738.0
Louisiana,22,2015,4670724.0,1737908.0,2384425.0,2286299.0,36.4,45727.0,470739.0,170535.0,49216.0,27568.0,2037812.0,155558.0,2193370.0,2.61,155600.0,800.0,64088.0,1203928.0,754.0,322824.0,100747.0,288942.0,108713.0,19946.0
Maine,23,2015,1329328.0,545226.0,678298.0,651030.0,44.6,51494.0,187513.0,71715.0,18480.0,11845.0,648414.0,36802.0,685216.0,2.37,180300.0,792.0,11735.0,425652.0,604.0,67978.0,25922.0,75281.0,42158.0,16834.0
Maryland,24,2015,6006401.0,2177934.0,3094053.0,2912348.0,38.3,75847.0,866352.0,505272.0,112754.0,107236.0,3031466.0,175802.0,3207268.0,2.69,299800.0,1278.0,34257.0,1784615.0,1791.0,379726.0,121770.0,374561.0,136403.0,12326.0
Massachusetts,25,2015,6794422.0,2559951.0,3497038.0,3297384.0,39.4,70628.0,1086715.0,601150.0,135323.0,128501.0,3522203.0,217480.0,3739683.0,2.56,352100.0,1164.0,20404.0,2126375.0,1693.0,375707.0,154985.0,411344.0,159815.0,12780.0
Michigan,26,2015,9922576.0,3858532.0,5045509.0,4877067.0,39.7,51084.0,1145546.0,535769.0,111288.0,77870.0,4512641.0,349396.0,4862037.0,2.51,137500.0,803.0,133269.0,2895117.0,604.0,600734.0,212288.0,583225.0,255186.0,44735.0
Minnesota,27,2015,5489594.0,2147262.0,2759564.0,2730030.0,37.9,63488.0,847584.0,305569.0,78232.0,52622.0,2913176.0,126360.0,3039536.0,2.49,200000.0,888.0,74257.0,1726200.0,443.0,365026.0,108734.0,341891.0,127393.0,56808.0
Mississippi,28,2016,2988726.0,1091245.0,1547792.0,1440934.0,37.2,41754.0,264865.0,113113.0,27550.0,20735.0,1227812.0,102894.0,1330706.0,2.65,113900.0,728.0,280256.0,776361.0,321.0,198340.0,74061.0,179295.0,76449.0,20478.0
Missouri,29,2016,6093000.0,2372190.0,3098349.0,2994651.0,38.4,51746.0,729511.0,324191.0,70157.0,48791.0,2892864.0,149445.0,3042309.0,2.49,151400.0,771.0,396474.0,1892465.0,1575.0,390549.0,136342.0,364808.0,151971.0,39238.0
Montana,30,2016,1042520.0,416125.0,516497.0,526023.0,40.1,50027.0,148944.0,48718.0,14909.0,8035.0,503850.0,25373.0,529223.0,2.44,217200.0,741.0,68144.0,331897.0,244.0,64636.0,21751.0,63263.0,31474.0,24415.0
Nebraska,31,2016,1907116.0,747562.0,956992.0,950124.0,36.3,56927.0,261931.0,90070.0,22938.0,16033.0,987794.0,37751.0,1025545.0,2.48,148100.0,769.0,111804.0,614925.0,23.0,132340.0,42052.0,118102.0,45464.0,38544.0
Nevada,32,2016,2940058.0,1055158.0,1466905.0,1473153.0,37.9,55180.0,308547.0,114345.0,32605.0,16278.0,1375164.0,98389.0,1473553.0,2.75,239500.0,1003.0,165451.0,857669.0,2228.0,189807.0,54851.0,197145.0,75254.0,5854.0
New Hampshire,33,2016,1334795.0,520643.0,670073.0,664722.0,42.7,70936.0,213461.0,101003.0,19392.0,12822.0,719923.0,26942.0,746865.0,2.48,251100.0,1026.0,54511.0,452566.0,666.0,71862.0,30347.0,75025.0,39472.0,3318.0
New Jersey,34,2016,8944469.0,3194519.0,4574258.0,4370211.0,39.5,76126.0,1460518.0,670786.0,153171.0,95327.0,4410393.0,282998.0,4693391.0,2.74,328200.0,1244.0,396679.0,2702697.0,3212.0,545760.0,168260.0,569049.0,208753.0,14303.0
New Mexico,35,2016,2081015.0,758364.0,1050791.0,1030224.0,37.7,46748.0,215691.0,116006.0,22128.0,24408.0,880676.0,71339.0,952015.0,2.69,167500.0,804.0,171534.0,563565.0,3260.0,131237.0,43531.0,125168.0,57034.0,12837.0
New York,36,2016,19745289.0,7209054.0,10163239.0,9582050.0,38.4,62909.0,2749619.0,1521940.0,391676.0,204577.0,9503468.0,599965.0,10103433.0,2.66,302400.0,1194.0,1071104.0,5917689.0,6535.0,1187687.0,407876.0,1205948.0,458881.0,53174.0
North Carolina,37,2016,10146788.0,3882423.0,5213407.0,4933381.0,38.7,50584.0,1345615.0,543876.0,114036.0,87578.0,4646249.0,309063.0,4955312.0,2.55,165400.0,839.0,670180.0,3082142.0,1678.0,637933.0,223807.0,633543.0,257984.0,60766.0
North Dakota,38,2016,757953.0,315134.0,367772.0,390181.0,35.0,60656.0,107578.0,28550.0,5718.0,4477.0,407369.0,11782.0,419151.0,2.32,184100.0,776.0,44459.0,257547.0,9.0,54555.0,17837.0,46303.0,17407.0,22044.0
Ohio,39,2016,11614373.0,4624669.0,5922773.0,5691600.0,39.3,52334.0,1362205.0,598321.0,130456.0,88699.0,5543802.0,332095.0,5875897.0,2.44,140100.0,759.0,742338.0,3765278.0,887.0,722946.0,245304.0,686787.0,303388.0,39986.0
Oklahoma,40,2016,3923561.0,1469342.0,1980288.0,1943273.0,36.4,49176.0,432922.0,157183.0,35356.0,23204.0,1742747.0,110892.0,1853639.0,2.6,132200.0,744.0,280667.0,1139307.0,446.0,275392.0,87601.0,240211.0,93439.0,24641.0
Oregon,41,2016,4093465.0,1571678.0,2067427.0,2026038.0,39.2,57532.0,572508.0,247973.0,66154.0,47895.0,1940682.0,117641.0,2058323.0,2.55,287100.0,1015.0,183990.0,1343419.0,1392.0,245676.0,80777.0,270082.0,119669.0,62424.0
Pennsylvania,42,2016,12784227.0,4937771.0,6521357.0,6262870.0,40.6,56907.0,1676971.0,765331.0,175633.0,129802.0,6097349.0,373872.0,6471221.0,2.5,174100.0,881.0,812027.0,4001649.0,1639.0,736306.0,268276.0,738168.0,343768.0,50983.0
Rhode Island,44,2016,1056426.0,408239.0,545068.0,511358.0,40.2,60596.0,151195.0,70435.0,17015.0,11620.0,521879.0,33014.0,554893.0,2.48,247700.0,948.0,61045.0,338925.0,290.0,54405.0,25560.0,60703.0,26254.0,2216.0
South Carolina,45,2016,4961119.0,1877887.0,2555776.0,2405343.0,39.1,49501.0,591086.0,242201.0,53013.0,36206.0,2229274.0,149213.0,2378487.0,2.57,153900.0,841.0,363661.0,1452924.0,820.0,306857.0,111415.0,296988.0,141574.0,23357.0
South Dakota,46,2016,865454.0,334003.0,429786.0,435668.0,36.8,54467.0,111002.0,35829.0,9174.0,7256.0,437627.0,17838.0,455465.0,2.49,160700.0,706.0,54208.0,267722.0,73.0,63686.0,20857.0,50963.0,22980.0,25365.0
Tennessee,47,2016,6651194.0,2556332.0,3404136.0,3247058.0,38.6,48547.0,756055.0,303704.0,73385.0,49711.0,3024597.0,176743.0,3201340.0,2.54,157700.0,806.0,500183.0,1970419.0,126.0,416352.0,135634.0,411493.0,175197.0,26656.0
Texas,48,2016,27862596.0,9535612.0,14031643.0,13830953.0,34.5,56565.0,3362678.0,1281070.0,295098.0,196841.0,12927456.0,760247.0,13687703.0,2.86,161500.0,956.0,1553636.0,7707876.0,4028.0,2062094.0,629585.0,1872140.0,556939.0,100749.0
Vermont,50,2016,624594.0,254851.0,316720.0,307874.0,43.1,57677.0,92871.0,46671.0,12297.0,8016.0,324824.0,13267.0,338091.0,2.35,223700.0,925.0,34919.0,209394.0,571.0,32841.0,17627.0,35165.0,19377.0,7593.0
Utah,49,2016,3051217.0,943147.0,1513072.0,1538145.0,30.7,65977.0,381130.0,140249.0,33569.0,25987.0,1453401.0,61917.0,1515318.0,3.19,250300.0,954.0,86457.0,808884.0,1016.0,269552.0,68027.0,209342.0,54020.0,13128.0
Virginia,51,2016,8411808.0,3120692.0,4276323.0,4135485.0,38.2,68114.0,1241751.0,695229.0,142532.0,99173.0,4115486.0,218154.0,4333640.0,2.62,264000.0,1159.0,426066.0,2617707.0,628.0,524364.0,183837.0,545175.0,201578.0,30139.0
Washington,53,2016,7288000.0,2768076.0,3648274.0,3639726.0,37.7,67106.0,1098509.0,472318.0,109063.0,75820.0,3496141.0,200134.0,3696275.0,2.58,306400.0,1135.0,263818.0,2431924.0,1244.0,470120.0,141774.0,475982.0,183201.0,92847.0
West Virginia,54,2016,1831102.0,722125.0,930189.0,900913.0,42.3,43385.0,162243.0,78802.0,16651.0,11061.0,740513.0,60791.0,801304.0,2.47,117900.0,682.0,154399.0,538877.0,202.0,103407.0,37289.0,112083.0,58238.0,6814.0
Wisconsin,55,2016,5778709.0,2326998.0,2905788.0,2872921.0,39.4,56811.0,758503.0,288536.0,69338.0,43798.0,2962695.0,125970.0,3088665.0,2.42,173200.0,802.0,357154.0,1909683.0,667.0,353963.0,122312.0,349691.0,154266.0,67597.0
Wyoming,56,2016,585501.0,223619.0,287296.0,298205.0,37.2,59882.0,67845.0,26068.0,6551.0,5453.0,287583.0,17000.0,304583.0,2.55,209500.0,840.0,30115.0,187433.0,100.0,42468.0,11714.0,36948.0,15618.0,9285.0
Puerto Rico,72,2016,3411307.0,1208438.0,1785740.0,1625567.0,40.7,20078.0,433120.0,112925.0,26678.0,27168.0,1052154.0,202760.0,1254914.0,2.79,111900.0,463.0,454044.0,728261.0,4649.0,177728.0,78061.0,208493.0,90979.0,15058.0
Alabama,01,2016,4863300.0,1852518.0,2507248.0,2356052.0,39.0,46257.0,506680.0,226164.0,48931.0,33747.0,2078325.0,140963.0,2219288.0,2.56,136200.0,743.0,398154.0,1391526.0,84.0,305476.0,104796.0,291191.0,124823.0,20803.0
Alaska,02,2016,741894.0,248468.0,351321.0,390573.0,33.5,76440.0,90861.0,36182.0,8730.0,5804.0,357098.0,30964.0,388062.0,2.87,267800.0,1208.0,28566.0,214498.0,0.0,53548.0,15826.0,46715.0,17374.0,6333.0
Arizona,04,2016,6931071.0,2519052.0,3486843.0,3444228.0,37.5,53558.0,835779.0,359075.0,84523.0,56517.0,3031781.0,210851.0,3242632.0,2.69,205900.0,976.0,353476.0,2103159.0,11575.0,459889.0,153533.0,428164.0,182562.0,27166.0
Arkansas,05,2016,2988248.0,1142718.0,1519466.0,1468782.0,38.0,44334.0,282608.0,118134.0,26203.0,18888.0,1282676.0,69030.0,1351706.0,2.54,123300.0,701.0,257539.0,815047.0,56.0,202703.0,72914.0,181067.0,78679.0,28027.0
California,06,2016,39250017.0,12944178.0,19758786.0,19491231.0,36.4,67739.0,5426164.0,2203376.0,622302.0,408628.0,18343258.0,1277331.0,19620589.0,2.97,477500.0,1375.0,1540021.0,11092697.0,66105.0,2554289.0,832549.0,2595479.0,856840.0,384208.0
Colorado,08,2016,5540545.0,2108992.0,2749844.0,2790701.0,36.7,65685.0,934273.0,409712.0,87779.0,61117.0,2827340.0,140434.0,2967774.0,2.57,314200.0,1171.0,208531.0,1842663.0,5288.0,357679.0,113993.0,382485.0,137960.0,29059.0
Delaware,10,2016,952065.0,351085.0,491833.0,460232.0,40.6,61757.0,121717.0,58672.0,12881.0,11799.0,444321.0,26678.0,470999.0,2.64,243400.0,1048.0,46257.0,293465.0,316.0,54529.0,18760.0,54145.0,27855.0,3652.0
District of Columbia,11,2016,681170.0,281241.0,357579.0,323591.0,33.9,75506.0,115097.0,98988.0,38236.0,20554.0,364797.0,27119.0,391916.0,2.28,576100.0,1376.0,49638.0,224807.0,75.0,40480.0,14538.0,49007.0,11877.0,528.0
Connecticut,09,2016,3576452.0,1357269.0,1831299.0,1745153.0,40.9,73433.0,541369.0,297488.0,74865.0,39866.0,1811769.0,123884.0,1935653.0,2.55,274600.0,1115.0,173134.0,1147665.0,900.0,198247.0,79802.0,208760.0,89496.0,5572.0
Florida,12,2016,20612439.0,7573456.0,10541579.0,10070860.0,42.1,50860.0,2675907.0,1061264.0,307323.0,163962.0,9219488.0,585900.0,9805388.0,2.66,197700.0,1086.0,1111857.0,6178506.0,3315.0,1155426.0,379473.0,1219952.0,591972.0,82722.0
Georgia,13,2016,10310371.0,3686135.0,5292221.0,5018150.0,36.5,53559.0,1270275.0,560593.0,145085.0,90323.0,4735947.0,300529.0,5036476.0,2.73,166800.0,933.0,582419.0,2984416.0,183.0,691347.0,232000.0,665754.0,229496.0,47945.0
Idaho,16,2016,1683140.0,610872.0,841937.0,841203.0,36.1,51807.0,203363.0,65673.0,17642.0,13732.0,762788.0,37503.0,800291.0,2.71,189400.0,790.0,103714.0,488924.0,248.0,123284.0,37602.0,102871.0,44122.0,35024.0
Hawaii,15,2016,1428557.0,455868.0,710500.0,718057.0,38.9,74511.0,211850.0,67803.0,21989.0,14951.0,686487.0,31796.0,718283.0,3.04,592000.0,1483.0,56672.0,380863.0,16750.0,92005.0,27648.0,90957.0,42342.0,7184.0
Illinois,17,2016,12801539.0,4822046.0,6511815.0,6289724.0,37.9,60960.0,1813840.0,830129.0,188580.0,109736.0,6231419.0,419099.0,6650518.0,2.59,186500.0,950.0,706689.0,3974812.0,893.0,810832.0,261466.0,825034.0,291047.0,54380.0
Indiana,18,2016,6633053.0,2533270.0,3365716.0,3267337.0,37.6,52314.0,716293.0,301847.0,64188.0,42518.0,3165016.0,167215.0,3332231.0,2.54,134800.0,768.0,439481.0,2021282.0,979.0,440803.0,144003.0,403049.0,162617.0,34809.0
Iowa,19,2016,3134693.0,1247932.0,1578025.0,1556668.0,38.0,56247.0,398242.0,135083.0,35270.0,24567.0,1613618.0,66229.0,1679847.0,2.43,142300.0,741.0,199943.0,1003251.0,619.0,208470.0,74221.0,186458.0,80884.0,58937.0
Kansas,20,2016,2907289.0,1110407.0,1458436.0,1448853.0,36.5,54935.0,390861.0,170982.0,37627.0,21956.0,1426134.0,67003.0,1493137.0,2.55,144900.0,789.0,176636.0,896594.0,314.0,208021.0,70890.0,180567.0,71812.0,34209.0
Kentucky,21,2016,4436974.0,1717706.0,2257160.0,2179814.0,38.7,46659.0,419081.0,202997.0,51228.0,29035.0,1954642.0,124677.0,2079319.0,2.51,135600.0,707.0,331241.0,1335537.0,448.0,281408.0,93726.0,277849.0,114964.0,24519.0
Louisiana,22,2016,4681666.0,1720801.0,2389786.0,2291880.0,36.5,45146.0,473299.0,169554.0,56083.0,28970.0,2020951.0,151211.0,2172162.0,2.65,158000.0,808.0,381457.0,1285278.0,1275.0,310443.0,102306.0,286326.0,108294.0,24225.0
Maine,23,2016,1331479.0,531660.0,680777.0,650702.0,44.5,53079.0,181434.0,79538.0,18162.0,12004.0,658476.0,30560.0,689036.0,2.44,184700.0,797.0,77564.0,434316.0,312.0,70920.0,25854.0,74490.0,45744.0,14041.0
Maryland,24,2016,6016447.0,2194657.0,3098674.0,2917773.0,38.5,78945.0,860491.0,528502.0,128976.0,103160.0,3073923.0,175235.0,3249158.0,2.68,306900.0,1314.0,249042.0,1889858.0,3543.0,380505.0,117598.0,372686.0,143252.0,13875.0
Massachusetts,25,2016,6811779.0,2579398.0,3505962.0,3305817.0,39.5,75297.0,1124295.0,629351.0,140558.0,126142.0,3571010.0,198840.0,3769850.0,2.54,366900.0,1179.0,307031.0,2214072.0,2421.0,367700.0,159228.0,404122.0,164569.0,13730.0
Michigan,26,2016,9928300.0,3884153.0,5045080.0,4883220.0,39.7,52492.0,1162737.0,547241.0,119229.0,80623.0,4586513.0,304288.0,4890801.0,2.5,147100.0,818.0,617279.0,3144755.0,821.0,597171.0,214029.0,572680.0,266092.0,48613.0
Minnesota,27,2016,5519952.0,2148725.0,2772006.0,2747946.0,37.9,65599.0,860125.0,304937.0,78752.0,53170.0,2921646.0,116518.0,3038164.0,2.51,211800.0,912.0,278939.0,1808477.0,424.0,368025.0,111367.0,346263.0,136120.0,57050.0
Mississippi,28,2017,2984100.0,1091980.0,1537627.0,1446473.0,37.5,43529.0,265220.0,117007.0,27568.0,18702.0,1226975.0,92744.0,1319719.0,2.65,120200.0,742.0,252253.0,804401.0,72.0,191005.0,78988.0,178152.0,73568.0,17660.0
Missouri,29,2017,6113532.0,2385135.0,3110838.0,3002694.0,38.5,53578.0,743797.0,333121.0,74909.0,54012.0,2920301.0,141163.0,3061464.0,2.49,156700.0,800.0,359581.0,1946500.0,648.0,384017.0,130058.0,362731.0,155353.0,42570.0
